20030409090000 	 700
20030409090000 	 0
20030410090000 	 0
20030411090000 	 0
20030414090000 	 0
20030415090000 	 0
20030416090000 	 0
20030417090000 	 1010
20030418090000 	 0
20030421090000 	 0
20030422090000 	 0
20030423090000 	 0
20030424090000 	 760
20030425090000 	 0
20030428090000 	 0
20030429090000 	 0
20030430090000 	 0
20030502090000 	 0
20030506090000 	 0
20030507090000 	 0
20030509090000 	 950
20030512090000 	 0
20030513090000 	 880
20030514090000 	 0
20030515090000 	 0
20030516090000 	 1100
20030519090000 	 970
20030520090000 	 0
20030521090000 	 0
20030522090000 	 0
20030523090000 	 0
20030526090000 	 0
20030527090000 	 1880
20030528090000 	 1750
20030529090000 	 0
20030530090000 	 2040
20030602090000 	 1890
20030603090000 	 2000
20030604090000 	 0
20030605090000 	 0
20030609090000 	 0
20030610090000 	 1770
20030611090000 	 0
20030612090000 	 0
20030613090000 	 0
20030616090000 	 0
20030617090000 	 2200
20030618090000 	 0
20030619090000 	 0
20030620090000 	 1970
20030623090000 	 0
20030624090000 	 0
20030625090000 	 0
20030626090000 	 0
20030627090000 	 0
20030630090000 	 0
20030701090000 	 0
20030702090000 	 0
20030703090000 	 0
20030704090000 	 0
20030707090000 	 0
20030708090000 	 0
20030709090000 	 2890
20030710090000 	 0
20030711090000 	 0
20030714090000 	 0
20030715090000 	 0
20030716090000 	 0
20030718090000 	 0
20030721090000 	 0
20030722090000 	 0
20030723090000 	 0
20030724090000 	 2630
20030725090000 	 0
20030728090000 	 0
20030729090000 	 2895
20030730090000 	 0
20030731090000 	 0
20030801090000 	 0
20030804090000 	 0
20030805090000 	 0
20030806090000 	 0
20030807090000 	 0
20030808090000 	 0
20030811090000 	 0
20030812090000 	 1990
20030813090000 	 0
20030814090000 	 0
20030818090000 	 2200
20030819090000 	 0
20030820090000 	 0
20030821090000 	 0
20030822090000 	 0
20030825090000 	 1925
20030826090000 	 0
20030827090000 	 2260
20030828090000 	 0
20030829090000 	 0
20030901090000 	 0
20030902090000 	 0
20030903090000 	 0
20030904090000 	 0
20030905090000 	 0
20030908090000 	 0
20030909090000 	 0
20030915090000 	 0
20030916090000 	 0
20030917090000 	 0
20030918090000 	 0
20030919090000 	 0
20030922090000 	 0
20030923090000 	 0
20030924090000 	 0
20030925090000 	 0
20030926090000 	 0
20030929090000 	 0
20030930090000 	 0
20031001090000 	 0
20031002090000 	 0
20031006090000 	 1735
20031007090000 	 0
20031008090000 	 0
20031009090000 	 0
20031010090000 	 0
20031013090000 	 0
20031014090000 	 0
20031015090000 	 2285
20031016090000 	 0
20031017090000 	 0
20031020090000 	 0
20031021090000 	 0
20031022090000 	 0
20031023090000 	 0
20031024090000 	 0
20031027090000 	 0
20031028090000 	 0
20031029090000 	 0
20031030090000 	 1760
20031031090000 	 0
20031103090000 	 0
20031104090000 	 1920
20031105090000 	 0
20031106090000 	 0
20031107090000 	 0
20031110090000 	 1800
20031111090000 	 0
20031112090000 	 0
20031113090000 	 0
20031114090000 	 2030
20031117090000 	 0
20031118090000 	 0
20031119090000 	 0
20031120090000 	 0
